-*-*-*-*-*-*-*-*Begin To Train*-*-*-*-*-*-*-*-
Step=899/1104, Train Time=0.0987, Train Acc=0.5703
Step=919/1104, Train Time=0.0977, Train Acc=0.6094
Step=939/1104, Train Time=0.0957, Train Acc=0.4297
Step=959/1104, Train Time=0.0938, Train Acc=0.5391
Step=979/1104, Train Time=0.0928, Train Acc=0.5312
Step=999/1104, Train Time=0.0918, Train Acc=0.5391
Step=1019/1104, Train Time=0.0937, Train Acc=0.5859
Step=1039/1104, Train Time=0.0938, Train Acc=0.5078
Step=1059/1104, Train Time=0.0947, Train Acc=0.5859
Step=1079/1104, Train Time=0.0947, Train Acc=0.4766
Step=1099/1104, Train Time=0.0987, Train Acc=0.5625
Time=16:22:08, Epoch=1, Train Time=678.5355010032654, Loss=2.1624, Train Acc:0.5390, Best Train Acc=0.5390
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
Epoch=1, Eval_Acc=0.6247, Best Eval Acc=0.6247
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
Step=19/1104, Train Time=0.0878, Train Acc=0.4922
Step=39/1104, Train Time=0.0898, Train Acc=0.5469
Step=59/1104, Train Time=0.0898, Train Acc=0.5859
Step=79/1104, Train Time=0.0858, Train Acc=0.5234
Step=99/1104, Train Time=0.0908, Train Acc=0.5859
Step=119/1104, Train Time=0.0937, Train Acc=0.5078
Step=139/1104, Train Time=0.0977, Train Acc=0.5469
Step=159/1104, Train Time=0.1027, Train Acc=0.5078
Step=179/1104, Train Time=0.1047, Train Acc=0.6094
Step=199/1104, Train Time=0.1057, Train Acc=0.5625
Step=219/1104, Train Time=0.1047, Train Acc=0.5391
Step=239/1104, Train Time=0.1037, Train Acc=0.5469
Step=259/1104, Train Time=0.1047, Train Acc=0.4766
Step=279/1104, Train Time=0.1057, Train Acc=0.5469
Step=299/1104, Train Time=0.1087, Train Acc=0.6172
Step=319/1104, Train Time=0.1047, Train Acc=0.5078
Step=339/1104, Train Time=0.1047, Train Acc=0.5156
Step=359/1104, Train Time=0.1057, Train Acc=0.5391
Step=379/1104, Train Time=0.1057, Train Acc=0.6406
Step=399/1104, Train Time=0.1037, Train Acc=0.4766
Step=419/1104, Train Time=0.1037, Train Acc=0.5312
Step=439/1104, Train Time=0.1067, Train Acc=0.5469
Step=459/1104, Train Time=0.1047, Train Acc=0.4922
Step=479/1104, Train Time=0.1047, Train Acc=0.5234
Step=499/1104, Train Time=0.1037, Train Acc=0.5000
Step=519/1104, Train Time=0.1067, Train Acc=0.6953
Step=539/1104, Train Time=0.1037, Train Acc=0.5625
Step=559/1104, Train Time=0.1047, Train Acc=0.5312
Step=579/1104, Train Time=0.1037, Train Acc=0.5469
Step=599/1104, Train Time=0.1057, Train Acc=0.6016
Step=619/1104, Train Time=0.1017, Train Acc=0.5391
Step=639/1104, Train Time=0.1017, Train Acc=0.4766
Step=659/1104, Train Time=0.0997, Train Acc=0.6016
Step=679/1104, Train Time=0.0987, Train Acc=0.6250
Step=699/1104, Train Time=0.0997, Train Acc=0.5781
Step=719/1104, Train Time=0.0997, Train Acc=0.5312
Step=739/1104, Train Time=0.0987, Train Acc=0.6016
Step=759/1104, Train Time=0.1007, Train Acc=0.5156
Step=779/1104, Train Time=0.0977, Train Acc=0.5469
Step=799/1104, Train Time=0.0977, Train Acc=0.6797
Step=819/1104, Train Time=0.1007, Train Acc=0.6250
Step=839/1104, Train Time=0.0997, Train Acc=0.5703
Step=859/1104, Train Time=0.0997, Train Acc=0.6641
Step=879/1104, Train Time=0.1017, Train Acc=0.5938
Step=899/1104, Train Time=0.1017, Train Acc=0.5703
Step=919/1104, Train Time=0.1047, Train Acc=0.6406
Step=939/1104, Train Time=0.1042, Train Acc=0.4844
Step=959/1104, Train Time=0.1047, Train Acc=0.5078
Step=979/1104, Train Time=0.1037, Train Acc=0.5781
Step=999/1104, Train Time=0.1047, Train Acc=0.5625
Step=1019/1104, Train Time=0.1047, Train Acc=0.5703
Step=1039/1104, Train Time=0.1047, Train Acc=0.5859
Step=1059/1104, Train Time=0.1043, Train Acc=0.4766
Step=1079/1104, Train Time=0.1067, Train Acc=0.5625
Step=1099/1104, Train Time=0.1047, Train Acc=0.6172
Time=16:22:21, Epoch=2, Train Time=691.1630487442017, Loss=1.8344, Train Acc:0.5693, Best Train Acc=0.5693
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
Epoch=2, Eval_Acc=0.6712, Best Eval Acc=0.6712
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-
Step=19/1104, Train Time=0.0908, Train Acc=0.5938
Step=39/1104, Train Time=0.0888, Train Acc=0.5312
Step=59/1104, Train Time=0.0878, Train Acc=0.6406
Step=79/1104, Train Time=0.0937, Train Acc=0.6406
Step=99/1104, Train Time=0.0947, Train Acc=0.5391
Step=119/1104, Train Time=0.1017, Train Acc=0.6250
Step=139/1104, Train Time=0.1047, Train Acc=0.5703
Step=159/1104, Train Time=0.1047, Train Acc=0.6719
Step=179/1104, Train Time=0.1047, Train Acc=0.6562
Step=199/1104, Train Time=0.1052, Train Acc=0.6250
Step=219/1104, Train Time=0.1037, Train Acc=0.5469
Step=239/1104, Train Time=0.1047, Train Acc=0.6016
Step=259/1104, Train Time=0.1047, Train Acc=0.6172
Step=279/1104, Train Time=0.1057, Train Acc=0.6250
Step=299/1104, Train Time=0.1067, Train Acc=0.5391
Step=319/1104, Train Time=0.1057, Train Acc=0.6406
Step=339/1104, Train Time=0.1057, Train Acc=0.6250
Step=359/1104, Train Time=0.1037, Train Acc=0.6562
Step=379/1104, Train Time=0.1067, Train Acc=0.6797
Step=399/1104, Train Time=0.1047, Train Acc=0.6562
